pairs,n_pairs,risk_pct,annual_return_pct,mtm_dd_pct,realized_dd_pct,profit_factor,sharpe,winrate_pct,trades,years,final_balance
TONUSDT+XRPUSDT+ENSUSDT+XLMUSDT,4,0.75,83.96,30.4,16.08,2.316,1.206,37.82,632,2.98,613355.23
TONUSDT+XRPUSDT+ENSUSDT+XLMUSDT,4,1.0,113.12,33.84,21.01,2.37,1.196,37.82,632,2.98,950221.65
TONUSDT+XRPUSDT+WLDUSDT+XLMUSDT,4,0.75,40.11,25.0,21.5,1.419,0.945,35.2,679,2.98,272810.06
TONUSDT+XRPUSDT+WLDUSDT+XLMUSDT,4,1.0,51.17,31.82,27.68,1.375,0.935,35.2,679,2.98,342021.44
TONUSDT+BOMEUSDT+ENSUSDT+WLDUSDT,4,0.75,48.78,29.7,16.51,2.046,0.98,37.1,496,2.83,307386.11
TONUSDT+BOMEUSDT+ENSUSDT+WLDUSDT,4,1.0,64.98,33.09,21.51,2.097,0.978,37.1,496,2.83,411646.3
TONUSDT+BOMEUSDT+ENSUSDT+XLMUSDT,4,0.75,63.95,30.17,15.07,2.435,1.044,38.02,505,2.94,427932.79
TONUSDT+BOMEUSDT+ENSUSDT+XLMUSDT,4,1.0,85.52,33.86,19.66,2.53,1.041,38.02,505,2.94,615474.68
TONUSDT+BOMEUSDT+WLDUSDT+XLMUSDT,4,0.75,66.29,30.09,19.61,2.065,1.048,35.55,616,2.94,446095.67
TONUSDT+BOMEUSDT+WLDUSDT+XLMUSDT,4,1.0,88.14,33.51,25.31,2.099,1.045,35.55,616,2.94,641326.97
TONUSDT+ENSUSDT+WLDUSDT+XLMUSDT,4,0.75,63.82,30.09,23.24,1.978,1.026,36.32,647,2.94,426884.39
TONUSDT+ENSUSDT+WLDUSDT+XLMUSDT,4,1.0,84.6,33.51,29.87,2.002,1.023,36.32,647,2.94,606539.24
DYDXUSDT+RUNEUSDT+XRPUSDT+BOMEUSDT,4,0.75,42.34,14.38,10.65,1.885,1.217,37.4,377,2.98,285920.9
DYDXUSDT+RUNEUSDT+XRPUSDT+BOMEUSDT,4,1.0,57.11,18.6,14.01,1.859,1.215,37.4,377,2.98,383559.9
DYDXUSDT+RUNEUSDT+XRPUSDT+ENSUSDT,4,0.75,44.68,12.29,10.25,1.861,1.32,37.34,399,2.98,300111.13
DYDXUSDT+RUNEUSDT+XRPUSDT+ENSUSDT,4,1.0,60.75,15.92,13.46,1.831,1.317,37.34,399,2.98,410608.2
DYDXUSDT+RUNEUSDT+XRPUSDT+WLDUSDT,4,0.75,63.98,21.47,17.54,1.833,1.438,35.95,523,2.98,435673.25
DYDXUSDT+RUNEUSDT+XRPUSDT+WLDUSDT,4,1.0,87.78,27.29,22.77,1.788,1.432,35.95,523,2.98,652041.98
DYDXUSDT+RUNEUSDT+XRPUSDT+XLMUSDT,4,0.75,71.41,21.32,16.09,1.946,1.329,35.21,514,2.98,497018.95
DYDXUSDT+RUNEUSDT+XRPUSDT+XLMUSDT,4,1.0,96.34,27.2,21.01,1.894,1.315,35.21,514,2.98,744514.08
DYDXUSDT+RUNEUSDT+BOMEUSDT+ENSUSDT,4,0.75,66.33,12.05,9.94,1.919,1.42,38.93,262,1.26,189480.81
DYDXUSDT+RUNEUSDT+BOMEUSDT+ENSUSDT,4,1.0,92.4,15.67,13.05,1.916,1.412,38.93,262,1.26,227507.17
DYDXUSDT+RUNEUSDT+BOMEUSDT+WLDUSDT,4,0.75,41.82,17.55,15.1,1.859,1.225,36.22,370,2.83,268457.45
DYDXUSDT+RUNEUSDT+BOMEUSDT+WLDUSDT,4,1.0,56.15,22.71,19.79,1.833,1.219,36.22,370,2.83,352381.9
DYDXUSDT+RUNEUSDT+BOMEUSDT+XLMUSDT,4,0.75,50.51,17.4,15.73,1.983,1.087,35.37,376,2.94,332721.58
DYDXUSDT+RUNEUSDT+BOMEUSDT+XLMUSDT,4,1.0,67.57,22.55,20.47,1.948,1.082,35.37,376,2.94,456246.51
DYDXUSDT+RUNEUSDT+ENSUSDT+WLDUSDT,4,0.75,46.47,14.16,10.03,1.943,1.386,37.7,382,2.83,294051.97
DYDXUSDT+RUNEUSDT+ENSUSDT+WLDUSDT,4,1.0,63.35,18.25,13.24,1.918,1.381,37.7,382,2.83,400268.27
DYDXUSDT+RUNEUSDT+ENSUSDT+XLMUSDT,4,0.75,53.16,17.4,15.73,2.087,1.16,38.68,393,2.94,350253.22
DYDXUSDT+RUNEUSDT+ENSUSDT+XLMUSDT,4,1.0,71.97,22.55,20.47,2.067,1.156,38.68,393,2.94,492450.18
DYDXUSDT+RUNEUSDT+WLDUSDT+XLMUSDT,4,0.75,68.55,19.49,18.03,1.921,1.299,34.9,510,2.94,464191.86
DYDXUSDT+RUNEUSDT+WLDUSDT+XLMUSDT,4,1.0,93.54,25.15,23.35,1.869,1.292,34.9,510,2.94,697025.43
DYDXUSDT+XRPUSDT+BOMEUSDT+ENSUSDT,4,0.75,44.06,13.28,8.47,1.877,1.318,38.1,399,2.98,296303.85
DYDXUSDT+XRPUSDT+BOMEUSDT+ENSUSDT,4,1.0,59.9,16.62,11.17,1.853,1.315,38.1,399,2.98,404182.91
DYDXUSDT+XRPUSDT+BOMEUSDT+WLDUSDT,4,0.75,55.6,19.66,16.85,1.795,1.365,37.33,509,2.98,372692.17
DYDXUSDT+XRPUSDT+BOMEUSDT+WLDUSDT,4,1.0,76.04,25.21,21.87,1.768,1.362,37.33,509,2.98,538037.88
DYDXUSDT+XRPUSDT+BOMEUSDT+XLMUSDT,4,0.75,63.3,21.32,16.09,1.93,1.234,36.45,513,2.98,430307.36
DYDXUSDT+XRPUSDT+BOMEUSDT+XLMUSDT,4,1.0,84.75,27.2,21.01,1.903,1.223,36.45,513,2.98,621164.37
DYDXUSDT+XRPUSDT+ENSUSDT+WLDUSDT,4,0.75,52.12,16.88,11.97,1.719,1.381,37.95,527,2.98,348430.5
DYDXUSDT+XRPUSDT+ENSUSDT+WLDUSDT,4,1.0,71.14,21.62,15.67,1.686,1.378,37.95,527,2.98,494695.85
DYDXUSDT+XRPUSDT+ENSUSDT+XLMUSDT,4,0.75,61.98,21.32,16.09,1.913,1.251,37.57,535,2.98,420042.33
DYDXUSDT+XRPUSDT+ENSUSDT+XLMUSDT,4,1.0,83.18,27.2,21.01,1.893,1.24,37.57,535,2.98,605659.93
DYDXUSDT+XRPUSDT+WLDUSDT+XLMUSDT,4,0.75,75.28,23.35,17.03,1.755,1.344,35.63,654,2.98,531218.05
DYDXUSDT+XRPUSDT+WLDUSDT+XLMUSDT,4,1.0,101.98,29.5,22.07,1.701,1.335,35.63,654,2.98,809909.02
DYDXUSDT+BOMEUSDT+ENSUSDT+WLDUSDT,4,0.75,27.68,12.76,9.28,1.599,1.156,38.12,383,2.83,199505.03
DYDXUSDT+BOMEUSDT+ENSUSDT+WLDUSDT,4,1.0,36.86,16.68,12.22,1.582,1.15,38.12,383,2.83,242766.18
DYDXUSDT+BOMEUSDT+ENSUSDT+XLMUSDT,4,0.75,41.8,17.4,15.73,1.935,0.991,38.46,403,2.94,279277.11
DYDXUSDT+BOMEUSDT+ENSUSDT+XLMUSDT,4,1.0,55.56,22.55,20.47,1.931,0.988,38.46,403,2.94,366632.41
DYDXUSDT+BOMEUSDT+WLDUSDT+XLMUSDT,4,0.75,62.25,19.49,18.03,1.963,1.221,35.86,502,2.94,414973.19
DYDXUSDT+BOMEUSDT+WLDUSDT+XLMUSDT,4,1.0,84.47,25.15,23.35,1.947,1.217,35.86,502,2.94,605221.81
DYDXUSDT+ENSUSDT+WLDUSDT+XLMUSDT,4,0.75,50.51,19.49,18.03,1.702,1.1,37.08,534,2.94,332719.08
DYDXUSDT+ENSUSDT+WLDUSDT+XLMUSDT,4,1.0,67.36,25.15,23.35,1.663,1.095,37.08,534,2.94,454620.62
RUNEUSDT+XRPUSDT+BOMEUSDT+ENSUSDT,4,0.75,40.46,12.69,9.46,1.813,1.232,37.75,408,2.98,274804.65
RUNEUSDT+XRPUSDT+BOMEUSDT+ENSUSDT,4,1.0,54.65,15.82,12.42,1.782,1.23,37.75,408,2.98,365964.93
RUNEUSDT+XRPUSDT+BOMEUSDT+WLDUSDT,4,0.75,65.19,17.36,14.18,1.892,1.455,36.58,514,2.98,445310.78
RUNEUSDT+XRPUSDT+BOMEUSDT+WLDUSDT,4,1.0,89.9,22.26,18.57,1.852,1.452,36.58,514,2.98,674213.67
RUNEUSDT+XRPUSDT+BOMEUSDT+XLMUSDT,4,0.75,62.83,21.32,16.09,1.847,1.222,35.65,519,2.98,426591.3
RUNEUSDT+XRPUSDT+BOMEUSDT+XLMUSDT,4,1.0,83.73,27.2,21.01,1.797,1.21,35.65,519,2.98,611106.08
RUNEUSDT+XRPUSDT+ENSUSDT+WLDUSDT,4,0.75,64.27,20.12,15.12,1.858,1.464,37.48,539,2.98,437970.19
RUNEUSDT+XRPUSDT+ENSUSDT+WLDUSDT,4,1.0,88.34,25.62,19.79,1.813,1.46,37.48,539,2.98,657843.63
RUNEUSDT+XRPUSDT+ENSUSDT+XLMUSDT,4,0.75,64.86,21.32,16.09,1.874,1.259,37.77,548,2.98,442646.49
RUNEUSDT+XRPUSDT+ENSUSDT+XLMUSDT,4,1.0,87.04,27.2,21.01,1.826,1.247,37.77,548,2.98,644423.67
RUNEUSDT+XRPUSDT+WLDUSDT+XLMUSDT,4,0.75,78.32,24.32,19.72,1.728,1.342,35.11,675,2.98,559049.53
RUNEUSDT+XRPUSDT+WLDUSDT+XLMUSDT,4,1.0,105.69,30.82,25.52,1.663,1.33,35.11,675,2.98,855092.28
RUNEUSDT+BOMEUSDT+ENSUSDT+WLDUSDT,4,0.75,43.97,13.24,10.92,1.91,1.346,37.72,395,2.83,280116.82
RUNEUSDT+BOMEUSDT+ENSUSDT+WLDUSDT,4,1.0,59.77,17.22,14.39,1.889,1.342,37.72,395,2.83,375973.21
RUNEUSDT+BOMEUSDT+ENSUSDT+XLMUSDT,4,0.75,46.18,17.4,15.73,1.921,1.054,38.37,417,2.94,305364.49
RUNEUSDT+BOMEUSDT+ENSUSDT+XLMUSDT,4,1.0,61.73,22.55,20.47,1.893,1.049,38.37,417,2.94,411046.65
RUNEUSDT+BOMEUSDT+WLDUSDT+XLMUSDT,4,0.75,59.3,20.09,18.03,1.826,1.177,35.02,514,2.94,393213.36
RUNEUSDT+BOMEUSDT+WLDUSDT+XLMUSDT,4,1.0,79.8,26.0,23.35,1.782,1.172,35.02,514,2.94,561305.82
RUNEUSDT+ENSUSDT+WLDUSDT+XLMUSDT,4,0.75,57.43,19.49,18.03,1.797,1.167,37.43,545,2.94,379765.85
RUNEUSDT+ENSUSDT+WLDUSDT+XLMUSDT,4,1.0,77.45,25.15,23.35,1.752,1.164,37.43,545,2.94,540023.28
XRPUSDT+BOMEUSDT+ENSUSDT+WLDUSDT,4,0.75,49.22,16.88,11.97,1.724,1.323,38.79,531,2.98,329027.64
XRPUSDT+BOMEUSDT+ENSUSDT+WLDUSDT,4,1.0,66.93,21.62,15.67,1.693,1.32,38.79,531,2.98,459403.42
XRPUSDT+BOMEUSDT+ENSUSDT+XLMUSDT,4,0.75,56.65,21.32,16.09,1.851,1.171,37.61,545,2.98,380201.66
XRPUSDT+BOMEUSDT+ENSUSDT+XLMUSDT,4,1.0,75.21,27.2,21.01,1.826,1.16,37.61,545,2.98,530556.05
XRPUSDT+BOMEUSDT+WLDUSDT+XLMUSDT,4,0.75,68.76,23.35,18.19,1.702,1.261,36.39,654,2.98,474521.97
XRPUSDT+BOMEUSDT+WLDUSDT+XLMUSDT,4,1.0,92.05,29.5,23.58,1.649,1.251,36.39,654,2.98,697148.59
XRPUSDT+ENSUSDT+WLDUSDT+XLMUSDT,4,0.75,73.71,25.01,20.44,1.764,1.325,36.67,690,2.98,517188.47
XRPUSDT+ENSUSDT+WLDUSDT+XLMUSDT,4,1.0,99.24,31.24,26.38,1.722,1.314,36.67,690,2.98,777680.05
BOMEUSDT+ENSUSDT+WLDUSDT+XLMUSDT,4,0.75,54.98,19.49,18.03,1.877,1.161,37.57,535,2.94,362635.23
BOMEUSDT+ENSUSDT+WLDUSDT+XLMUSDT,4,1.0,73.9,25.15,23.35,1.86,1.157,37.57,535,2.94,508836.07
