label,pairs,risk_pct,conc,oos_annual,oos_dd,oos_pf,oos_sharpe,oos_trades,is_annual,is_dd,is_pf
rr28,BCH+ETH+SNX,0.45,2,84.6,5.23,2.03,4.47,304,64.1,5.19,1.79
perpair,1000PEPE+BCH+BNB,0.45,2,84.6,6.9,1.86,3.84,333,53.5,7.88,1.65
thr06,ETH+HBAR+SNX,0.5,2,84.5,7.82,1.63,3.49,362,64.0,7.84,1.47
rr28,APT+DOGE+VET,0.45,2,84.5,7.67,1.86,4.01,350,57.8,6.94,1.68
perpair,1000PEPE+ETH+HBAR,0.45,2,84.5,6.17,1.79,3.84,338,53.2,7.32,1.55
perpair,BCH+DOGE+LTC,0.45,2,84.5,6.13,1.86,3.86,334,56.5,7.19,1.62
default,APT+DOGE+ETH,0.5,2,84.5,6.24,1.80,3.75,308,65.9,7.77,1.74
perpair,APT+BCH+LTC,0.45,2,84.5,4.77,1.98,4.21,317,67.7,6.55,1.75
default,APT+BCH+DOGE,0.45,2,84.5,5.92,1.88,4.1,324,66.5,6.89,1.83
thr06,APT+BCH+BNB,0.45,2,84.4,7.29,1.77,3.83,367,63.4,6.8,1.66
thr06,BCH+TON+VET,0.45,2,84.3,7.15,1.76,3.87,385,57.1,7.87,1.61
rr28,BCH+BNB+LTC,0.45,2,84.3,5.87,1.87,4.23,338,41.8,7.04,1.53
perpair,DOGE+ETH+HBAR,0.45,2,84.2,7.4,1.74,3.67,346,50.6,6.1,1.52
rr28,BNB+ETH+LTC,0.45,2,84.2,7.71,1.83,4.05,344,29.8,7.3,1.40
perpair,APT+BNB+ENS,0.45,2,84.2,5.02,1.81,3.91,320,47.9,7.39,1.62
default,ADA+APT+DOGE,0.5,3,84.2,6.21,1.68,3.29,352,77.4,7.8,1.70
default,BNB+TON+XRP,0.45,3,84.1,7.97,1.75,3.69,344,28.4,6.72,1.39
rr28,BNB+DOGE+TON,0.45,2,84.1,6.27,1.83,3.93,349,34.1,7.75,1.49
perpair,ADA+ETH+LTC,0.45,2,84.1,6.34,1.88,3.89,311,57.1,6.02,1.64
perpair,ADA+BCH+LTC,0.5,2,84.1,6.95,1.84,3.93,312,65.7,6.84,1.63
perpair,BNB+DOGE+ENS,0.45,2,84.1,6.05,1.74,3.66,334,34.5,7.46,1.44
perpair,DOGE+LTC+XRP,0.45,2,84.0,5.49,1.77,3.64,330,44.5,5.7,1.52
perpair,ENS+LTC+TON,0.45,3,84.0,6.08,1.82,4.11,320,40.9,7.48,1.52
rr28,ETH+HBAR+LTC,0.5,2,84.0,6.86,1.79,4.01,324,42.6,6.13,1.45
rr28,BCH+DOGE+ETH,0.45,2,83.9,4.81,2.00,4.39,307,47.4,7.34,1.70
default,BNB+TON+XRP,0.45,2,83.9,7.48,1.79,3.8,334,28.3,6.43,1.40
rr28,ADA+BCH+LTC,0.45,2,83.9,4.94,1.89,4.4,330,56.1,5.77,1.64
rr28,APT+BCH+SNX,0.45,2,83.8,5.72,1.98,4.29,315,78.5,6.75,1.83
perpair,1000PEPE+ADA+DOGE,0.5,2,83.8,7.09,1.70,3.36,351,66.2,7.47,1.58
rr28,BCH+DOGE+XRP,0.5,2,83.8,6.85,1.78,3.79,323,53.9,6.3,1.68
default,APT+BNB+TON,0.45,2,83.8,6.26,1.81,4.0,336,51.3,7.62,1.63
rr28,APT+BNB+DOGE,0.45,2,83.8,5.42,1.80,3.97,347,49.0,5.69,1.61
rr28,DOGE+ETH+HBAR,0.5,3,83.7,6.51,1.75,3.89,329,46.9,7.06,1.50
default,APT+BCH+ETH,0.45,2,83.7,5.08,1.99,4.17,306,67.8,6.06,1.90
rr28,ADA+APT+TON,0.45,2,83.6,5.18,1.88,4.12,334,59.6,7.42,1.68
perpair,APT+ENS+HBAR,0.5,2,83.5,7.13,1.68,3.52,329,63.3,7.29,1.60
rr28,ADA+LTC+WLD,0.45,2,83.5,6.23,1.82,4.29,352,39.4,7.55,1.44
default,APT+BNB+ENS,0.45,2,83.4,6.41,1.71,3.61,358,53.3,7.18,1.62
rr28,ADA+APT+ETH,0.45,2,83.4,4.99,1.95,4.1,316,57.3,6.55,1.69
perpair,DOGE+VET+XRP,0.45,2,83.4,7.54,1.74,3.73,361,44.5,7.88,1.51
thr06,APT+DOGE+ETH,0.45,2,83.4,5.21,1.76,3.88,355,54.1,7.26,1.55
thr06,ADA+APT+WLD,0.5,2,83.4,6.56,1.63,3.5,375,74.5,7.53,1.60
perpair,APT+BCH+LTC,0.45,3,83.4,4.77,1.91,4.07,329,67.4,7.89,1.72
perpair,APT+VET+WLD,0.45,2,83.3,6.24,1.79,3.99,370,50.3,7.43,1.55
perpair,ADA+APT+BCH,0.45,2,83.3,5.43,1.91,4.17,332,77.6,7.58,1.80
rr28,1000PEPE+LTC+TON,0.45,3,83.3,5.33,1.80,4.12,359,45.3,7.28,1.55
thr06,ADA+APT+TON,0.5,2,83.3,6.78,1.61,3.49,375,77.4,7.6,1.63
perpair,ADA+BNB+DOGE,0.45,3,83.3,6.68,1.73,3.41,354,45.7,7.5,1.50
perpair,BCH+TON+VET,0.45,2,83.2,6.41,1.86,4.06,349,51.8,6.36,1.63
thr06,APT+SNX+TON,0.45,2,83.2,7.41,1.74,3.88,369,73.1,6.69,1.61
perpair,DOGE+ENS+HBAR,0.5,3,83.1,7.92,1.59,3.21,361,50.5,7.78,1.45
rr28,ADA+DOGE+ETH,0.45,3,83.0,6.46,1.85,3.79,338,47.2,7.66,1.59
default,APT+BCH+BNB,0.5,2,83.0,7.25,1.76,3.7,323,69.7,6.25,1.78
perpair,APT+ENS+LTC,0.45,2,83.0,4.86,1.86,3.94,313,54.4,7.73,1.66
rr28,APT+BCH+HBAR,0.5,2,83.0,7.85,1.80,3.98,318,75.7,7.5,1.72
rr28,BCH+BNB+SNX,0.45,3,83.0,6.79,1.85,4.08,334,60.0,7.91,1.66
perpair,ETH+HBAR+LTC,0.5,2,83.0,7.46,1.76,3.65,309,58.6,6.22,1.55
rr28,APT+ETH+XRP,0.45,3,83.0,6.48,1.87,4.03,330,45.4,6.62,1.60
rr40_sb20,DOGE+ETH+HBAR,0.45,3,83.0,7.15,1.71,3.41,329,49.1,7.47,1.51
rr28,SNX+TON+XRP,0.45,3,82.9,5.79,1.84,4.11,338,49.3,7.49,1.58
default,BCH+DOGE+ETH,0.45,2,82.9,5.46,1.96,4.1,304,44.8,7.34,1.65
perpair,ADA+APT+LTC,0.5,3,82.8,6.61,1.77,3.63,331,72.6,7.2,1.65
perpair,ADA+BCH+LTC,0.5,3,82.8,6.98,1.79,3.72,327,73.4,7.84,1.66
rr28,APT+DOGE+XRP,0.45,3,82.7,6.7,1.79,3.84,349,49.1,6.31,1.62
perpair,1000PEPE+ADA+APT,0.45,2,82.7,5.69,1.85,3.85,338,68.3,7.14,1.69
rr28,APT+ETH+XRP,0.45,2,82.7,5.98,1.90,4.12,321,44.9,6.5,1.63
rr28,ADA+LTC+XRP,0.5,2,82.7,5.73,1.71,3.85,342,45.0,7.44,1.48
rr28,BCH+DOGE+WLD,0.45,3,82.6,7.54,1.85,4.41,341,43.8,7.45,1.57
perpair,1000PEPE+ADA+ENS,0.5,2,82.6,7.43,1.70,3.4,332,63.2,7.61,1.60
rr28,ETH+LTC+XRP,0.45,2,82.5,5.94,1.85,4.09,331,28.6,6.55,1.40
rr28,ETH+TON+XRP,0.45,2,82.5,6.64,1.92,4.08,318,36.7,6.15,1.58
perpair,DOGE+ENS+LTC,0.45,2,82.5,7.64,1.76,3.61,331,45.3,6.96,1.52
perpair,DOGE+LTC+XRP,0.45,3,82.4,6.59,1.73,3.43,346,43.9,5.7,1.48
rr28,APT+ETH+HBAR,0.5,2,82.4,6.88,1.81,3.96,315,55.7,7.18,1.58
rr28,HBAR+LTC+TON,0.45,3,82.3,6.76,1.78,3.95,354,41.1,6.73,1.45
perpair,DOGE+HBAR+XRP,0.5,2,82.3,7.13,1.62,3.37,342,54.3,6.12,1.50
rr28,APT+BCH+VET,0.45,3,82.3,4.88,1.84,4.17,357,66.5,7.88,1.76
rr28,BCH+BNB+ETH,0.45,3,82.2,7.68,1.89,4.14,324,43.2,5.87,1.61
rr28,APT+ETH+VET,0.45,2,82.2,5.71,1.90,4.16,341,52.7,7.47,1.69
perpair,BNB+ETH+HBAR,0.45,2,82.1,7.87,1.78,3.91,316,41.6,7.5,1.49
rr28,BCH+BNB+DOGE,0.45,3,82.1,5.57,1.81,4.05,343,46.8,7.95,1.63
rr28,BCH+TON+VET,0.45,3,82.0,6.39,1.84,4.09,355,53.0,5.42,1.69
rr28,ETH+HBAR+TON,0.5,2,82.0,7.7,1.79,3.94,315,45.6,6.85,1.51
perpair,ADA+BCH+WLD,0.45,2,82.0,7.83,1.79,4.02,362,65.7,7.58,1.68
default,ADA+DOGE+LTC,0.45,3,82.0,6.72,1.72,3.49,361,46.7,7.05,1.48
rr28,ETH+TON+XRP,0.45,3,82.0,6.64,1.87,4.03,328,33.8,6.15,1.51
rr28,ADA+HBAR+LTC,0.5,2,82.0,6.81,1.71,3.81,338,60.0,7.18,1.53
rr28,ADA+APT+BNB,0.45,3,81.9,6.3,1.76,3.61,361,56.0,7.27,1.61
perpair,ENS+LTC+TON,0.45,2,81.9,6.08,1.84,4.1,306,41.5,7.48,1.54
rr28,ADA+APT+DOGE,0.45,2,81.9,4.96,1.86,3.94,328,60.3,6.88,1.68
rr28,BCH+SNX+WLD,0.45,2,81.8,7.44,1.91,4.4,325,56.6,7.95,1.63
rr28,DOGE+TON+XRP,0.45,3,81.8,6.75,1.79,3.86,347,37.1,5.25,1.54
perpair,ADA+ETH+HBAR,0.45,3,81.8,6.87,1.75,3.67,343,60.4,7.75,1.57
perpair,1000PEPE+ADA+APT,0.45,3,81.8,6.01,1.77,3.58,365,70.2,7.63,1.68
perpair,1000PEPE+ADA+BCH,0.45,3,81.8,7.43,1.79,3.74,361,70.8,7.65,1.69
perpair,BCH+HBAR+TON,0.45,3,81.8,6.63,1.83,3.89,334,55.1,6.31,1.58
rr28,APT+BCH+VET,0.45,2,81.7,4.88,1.87,4.15,345,70.5,7.42,1.84
default,BCH+BNB+TON,0.45,3,81.7,6.75,1.81,3.78,331,44.0,6.76,1.59
default,BCH+ETH+VET,0.5,2,81.7,6.46,1.82,3.65,326,53.6,6.32,1.65
default,1000PEPE+BCH+TON,0.5,2,81.6,6.48,1.80,3.68,315,63.4,7.65,1.76
rr28,BCH+BNB+VET,0.5,2,81.6,5.99,1.74,3.77,351,46.6,7.89,1.53
default,ADA+APT+LTC,0.45,3,81.5,6.09,1.75,3.66,359,67.5,6.42,1.63
perpair,ETH+HBAR+WLD,0.45,2,81.5,7.86,1.73,3.71,352,43.6,7.83,1.46
default,APT+DOGE+XRP,0.45,3,81.4,7.07,1.74,3.72,346,48.5,6.31,1.60
rr28,APT+DOGE+ETH,0.45,2,81.4,5.95,1.92,4.18,313,52.7,7.02,1.70
perpair,APT+BCH+HBAR,0.45,2,81.4,7.61,1.86,4.01,333,68.3,6.88,1.69
rr40_sb20,APT+BNB+VET,0.45,2,81.4,6.47,1.66,3.21,358,52.0,7.83,1.55
default,ETH+VET+XRP,0.45,2,81.4,6.03,1.83,3.68,333,32.8,7.85,1.47
perpair,1000PEPE+LTC+TON,0.45,3,81.3,7.2,1.82,3.9,335,47.5,6.18,1.55
thr06,BCH+DOGE+VET,0.45,2,81.3,7.26,1.75,3.52,388,49.2,6.6,1.51
rr28,BNB+ETH+VET,0.45,3,81.3,7.93,1.77,3.72,366,34.4,7.32,1.46
rr28,BNB+SNX+TON,0.45,2,81.3,6.3,1.81,4.04,343,46.0,7.02,1.54
rr28,APT+BCH+BNB,0.45,2,81.2,6.71,1.86,4.26,332,57.5,5.98,1.72
rr28,BCH+BNB+DOGE,0.45,2,81.2,5.57,1.84,4.17,332,43.4,7.95,1.60
rr28,ADA+BNB+TON,0.45,3,81.2,5.99,1.76,3.91,359,43.5,7.01,1.53
rr28,SNX+TON+XRP,0.45,2,81.1,5.79,1.85,4.12,331,48.6,6.81,1.59
default,ADA+DOGE+ETH,0.45,3,81.0,6.4,1.79,3.38,335,47.1,7.38,1.55
rr28,BNB+DOGE+VET,0.45,3,81.0,7.77,1.71,3.62,385,37.8,7.79,1.48
rr40_sb20,APT+DOGE+ETH,0.45,2,81.0,7.27,1.82,3.41,311,57.8,7.25,1.63
perpair,BCH+DOGE+VET,0.45,2,81.0,6.19,1.78,3.68,375,50.3,6.54,1.56
perpair,ETH+HBAR+VET,0.45,2,80.9,5.67,1.76,3.88,349,50.5,6.97,1.54
perpair,ADA+LTC+XRP,0.5,2,80.9,7.86,1.74,3.57,309,55.6,7.19,1.58
rr28,BNB+ETH+SNX,0.45,2,80.9,5.72,1.86,4.0,324,46.1,7.17,1.55
rr28,BCH+DOGE+HBAR,0.5,2,80.8,6.62,1.76,3.94,318,64.3,5.25,1.67
default,APT+DOGE+XRP,0.45,2,80.8,6.51,1.76,3.89,333,48.6,5.94,1.63
thr06,DOGE+ETH+VET,0.45,2,80.8,6.94,1.72,3.47,374,46.0,7.57,1.50
rr28,1000PEPE+BCH+TON,0.5,3,80.8,7.3,1.77,3.7,328,67.5,7.88,1.78
perpair,ADA+APT+WLD,0.45,2,80.8,4.75,1.80,3.98,351,61.5,7.61,1.64
perpair,DOGE+ENS+HBAR,0.5,2,80.8,7.98,1.62,3.28,338,50.8,7.71,1.47
rr28,APT+DOGE+XRP,0.45,2,80.7,6.14,1.80,3.96,336,47.9,5.81,1.63
default,ADA+BCH+LTC,0.45,2,80.7,7.86,1.86,3.91,322,53.7,7.05,1.60
rr28,ETH+SNX+XRP,0.45,3,80.7,6.35,1.87,4.02,322,46.9,7.76,1.56
rr28,BCH+BNB+SNX,0.45,2,80.7,6.83,1.88,4.05,325,58.2,6.66,1.67
perpair,BCH+LTC+WLD,0.45,3,80.6,7.05,1.80,3.83,349,52.7,7.93,1.55
perpair,APT+LTC+WLD,0.45,2,80.6,5.75,1.83,3.98,338,50.9,7.76,1.56
default,ADA+APT+ETH,0.45,3,80.5,5.93,1.82,3.52,333,68.1,7.69,1.73
perpair,1000PEPE+BNB+SNX,0.45,2,80.5,6.89,1.74,3.66,343,58.3,7.28,1.58
perpair,APT+LTC+WLD,0.45,3,80.3,5.97,1.78,3.91,353,52.1,7.3,1.55
rr40_sb20,APT+BCH+VET,0.45,2,80.3,6.23,1.77,3.39,341,77.2,7.69,1.78
default,ADA+BCH+DOGE,0.5,3,80.2,7.95,1.71,3.38,332,66.0,7.13,1.67
default,BCH+DOGE+HBAR,0.55,2,80.1,7.26,1.65,3.43,314,63.8,6.08,1.60
rr28,APT+BCH+HBAR,0.5,3,80.0,7.85,1.75,3.87,325,77.9,7.97,1.72
thr06,BCH+DOGE+HBAR,0.5,2,80.0,7.83,1.62,3.42,370,61.9,6.39,1.50
perpair,ADA+APT+BNB,0.45,2,80.0,4.68,1.83,3.78,320,55.2,6.56,1.65
perpair,1000PEPE+ADA+BNB,0.5,2,80.0,6.79,1.69,3.44,331,61.1,7.38,1.62
rr28,ADA+BNB+LTC,0.45,2,80.0,7.07,1.76,3.94,353,38.4,7.23,1.45
rr28,ADA+ETH+TON,0.45,2,79.9,5.81,1.89,4.2,321,42.7,6.72,1.55
thr06,ETH+LTC+VET,0.45,2,79.9,7.31,1.71,3.45,393,38.2,7.6,1.41
rr28,1000PEPE+APT+TON,0.45,2,79.9,6.18,1.86,4.16,328,57.5,5.58,1.72
rr28,ADA+APT+BNB,0.45,2,79.9,5.2,1.81,3.76,340,55.5,6.77,1.63
default,DOGE+ETH+HBAR,0.5,3,79.9,6.67,1.69,3.5,325,45.1,7.7,1.46
default,ADA+DOGE+LTC,0.45,2,79.8,6.92,1.77,3.73,331,45.4,7.91,1.49
rr28,APT+HBAR+LTC,0.45,2,79.8,6.04,1.79,4.03,341,55.2,7.78,1.57
rr28,BNB+ENS+HBAR,0.45,2,79.8,7.57,1.69,3.61,363,37.5,6.84,1.43
rr28,ETH+HBAR+LTC,0.45,3,79.7,6.04,1.81,4.13,338,38.8,5.79,1.44
rr28,BCH+ETH+VET,0.45,3,79.7,5.23,1.87,4.2,339,50.6,5.33,1.67
rr28,BCH+BNB+ETH,0.45,2,79.6,7.68,1.88,4.13,319,40.7,5.25,1.59
rr28,DOGE+HBAR+LTC,0.45,3,79.6,5.97,1.73,3.9,357,42.3,6.69,1.46
default,1000PEPE+DOGE+TON,0.45,3,79.5,6.56,1.74,3.65,346,45.4,7.35,1.58
rr28,BCH+DOGE+VET,0.45,3,79.5,6.42,1.79,3.9,358,54.4,6.09,1.69
rr28,DOGE+HBAR+XRP,0.55,3,79.4,7.75,1.59,3.34,338,51.3,7.91,1.48
rr40_sb20,1000PEPE+APT+BCH,0.45,2,79.4,6.36,1.79,3.4,319,73.3,7.06,1.79
perpair,1000PEPE+ADA+DOGE,0.45,3,79.4,6.79,1.68,3.22,385,58.0,6.59,1.55
perpair,ADA+BCH+DOGE,0.45,2,79.4,7.27,1.77,3.73,353,57.5,6.07,1.59
default,APT+LTC+VET,0.45,3,79.4,7.07,1.70,3.5,380,56.4,7.94,1.57
default,ADA+BCH+DOGE,0.5,2,79.3,7.95,1.74,3.5,319,62.0,7.13,1.69
default,APT+BCH+SNX,0.45,2,79.3,6.65,1.91,3.89,311,80.4,7.81,1.85
perpair,ADA+BNB+LTC,0.5,3,79.3,7.23,1.73,3.46,310,52.2,7.36,1.54
rr28,DOGE+TON+XRP,0.45,2,79.2,5.5,1.81,3.9,332,38.6,5.25,1.58
thr06,ETH+HBAR+SNX,0.45,3,79.2,7.06,1.64,3.46,382,59.2,6.71,1.46
rr40_sb20,BCH+ETH+HBAR,0.45,3,79.2,7.49,1.77,3.47,308,66.1,7.18,1.69
rr28,ADA+ETH+WLD,0.45,3,79.2,7.29,1.83,4.02,341,38.3,7.83,1.46
rr28,ETH+TON+VET,0.45,2,79.2,4.64,1.87,4.24,339,39.9,6.18,1.57
rr28,BNB+ETH+HBAR,0.5,3,79.0,7.49,1.69,3.51,334,40.3,6.04,1.44
default,1000PEPE+APT+TON,0.45,3,79.0,6.02,1.77,3.78,344,66.2,6.58,1.77
rr28,DOGE+LTC+XRP,0.45,2,79.0,5.87,1.77,3.85,345,34.8,6.05,1.47
rr28,ETH+SNX+XRP,0.45,2,78.9,6.35,1.88,4.06,312,45.7,6.86,1.57
default,ADA+ETH+TON,0.45,2,78.9,7.8,1.85,3.9,315,46.8,7.58,1.57
rr28,ADA+BNB+DOGE,0.45,3,78.9,6.74,1.71,3.5,362,44.6,7.88,1.53
perpair,BCH+HBAR+SNX,0.45,2,78.8,7.15,1.78,3.75,340,72.5,7.92,1.62
rr28,BCH+BNB+TON,0.45,2,78.8,6.12,1.82,4.05,330,44.5,7.07,1.63
thr06,ADA+APT+BCH,0.45,3,78.8,6.54,1.68,3.54,382,78.2,6.98,1.69
perpair,1000PEPE+ADA+BNB,0.45,3,78.6,6.13,1.74,3.46,344,51.8,7.25,1.58
default,1000PEPE+BCH+ETH,0.45,2,78.5,6.81,1.94,3.83,300,57.4,6.85,1.81
default,BCH+TON+VET,0.5,2,78.5,5.66,1.74,3.53,334,54.4,7.63,1.64
rr28,APT+BNB+XRP,0.45,2,78.4,5.89,1.77,3.8,342,44.2,7.08,1.57
default,BCH+DOGE+WLD,0.45,3,78.4,7.17,1.79,3.95,337,39.9,7.84,1.51
default,1000PEPE+APT+BCH,0.5,3,78.4,6.44,1.73,3.44,327,86.3,7.67,1.89
rr28,1000PEPE+APT+TON,0.45,3,78.3,6.18,1.79,3.95,349,60.1,6.03,1.72
perpair,1000PEPE+BCH+VET,0.45,2,78.2,7.12,1.79,3.81,364,65.1,7.59,1.73
perpair,BCH+BNB+VET,0.45,2,78.2,5.4,1.80,3.82,343,50.1,7.46,1.62
default,APT+BCH+DOGE,0.45,3,78.2,5.92,1.80,3.83,333,66.6,7.55,1.80
perpair,BNB+DOGE+VET,0.45,2,78.1,5.2,1.73,3.64,356,40.0,6.98,1.47
perpair,1000PEPE+ADA+TON,0.45,2,78.0,6.69,1.78,3.78,339,56.3,7.29,1.61
rr28,BNB+TON+XRP,0.45,3,78.0,6.59,1.73,3.72,352,31.3,6.62,1.45
rr28,BCH+ETH+HBAR,0.5,2,78.0,6.79,1.80,4.0,303,59.9,5.98,1.67
rr28,BCH+HBAR+SNX,0.5,2,78.0,6.01,1.77,3.71,311,80.6,7.83,1.68
perpair,APT+LTC+SNX,0.45,2,78.0,6.49,1.81,3.75,326,68.0,7.67,1.64
rr28,ETH+HBAR+XRP,0.55,2,77.9,7.37,1.66,3.51,312,47.4,7.68,1.48
thr06,APT+DOGE+VET,0.45,2,77.9,7.56,1.67,3.52,393,62.5,6.39,1.58
rr28,DOGE+HBAR+LTC,0.45,2,77.8,5.86,1.77,3.96,336,41.5,6.2,1.46
rr28,1000PEPE+ADA+APT,0.5,2,77.8,5.25,1.74,3.53,323,80.9,7.9,1.75
rr40_sb20,APT+BCH+DOGE,0.45,3,77.7,7.12,1.72,3.28,336,67.2,7.19,1.68
default,BCH+DOGE+XRP,0.45,3,77.7,6.97,1.78,3.72,326,39.7,7.04,1.55
perpair,BCH+LTC+VET,0.5,2,77.7,6.1,1.76,3.58,337,63.8,6.91,1.65
thr06,ADA+APT+TON,0.45,3,77.7,6.17,1.61,3.52,399,67.8,7.48,1.60
perpair,APT+BCH+HBAR,0.45,3,77.7,7.61,1.79,3.84,342,69.5,7.34,1.68
rr28,BCH+DOGE+VET,0.45,2,77.6,5.29,1.83,4.02,345,46.6,5.31,1.62
default,APT+HBAR+LTC,0.5,2,77.5,7.53,1.66,3.39,332,70.1,7.1,1.60
default,BCH+BNB+TON,0.45,2,77.5,6.24,1.81,3.8,320,41.5,7.66,1.57
rr28,ADA+DOGE+ETH,0.45,2,77.5,6.46,1.86,3.93,311,44.5,6.65,1.58
rr28,DOGE+HBAR+XRP,0.55,2,77.4,7.19,1.58,3.39,328,54.0,6.57,1.52
rr28,BCH+ETH+HBAR,0.5,3,77.4,6.79,1.79,3.97,307,59.1,5.98,1.63
thr06,APT+BNB+VET,0.45,2,77.4,7.14,1.65,3.32,398,51.8,7.2,1.53
rr28,ADA+BCH+DOGE,0.45,3,77.4,6.91,1.81,3.91,335,62.0,6.6,1.73
default,ETH+SNX+VET,0.45,2,77.3,7.42,1.83,3.82,331,49.7,7.75,1.55
default,APT+BNB+XRP,0.45,2,77.3,6.2,1.73,3.63,333,45.5,6.34,1.58
default,ADA+APT+BNB,0.5,2,77.3,6.41,1.67,3.21,330,72.7,7.14,1.69
perpair,DOGE+HBAR+XRP,0.45,3,77.3,6.44,1.64,3.4,359,45.3,6.78,1.46
thr06,ADA+APT+DOGE,0.45,3,77.2,7.09,1.59,3.27,406,65.1,7.89,1.56
rr28,BCH+DOGE+HBAR,0.5,3,77.2,6.62,1.71,3.78,326,63.5,5.48,1.65
rr28,HBAR+LTC+TON,0.45,2,77.2,6.22,1.78,3.91,341,41.0,6.73,1.46
default,APT+BNB+XRP,0.45,3,77.2,7.23,1.69,3.44,347,44.1,6.84,1.54
perpair,BCH+HBAR+TON,0.45,2,77.1,6.63,1.82,3.79,324,50.4,7.25,1.54
rr28,1000PEPE+ETH+HBAR,0.6,2,77.1,6.92,1.63,3.17,306,63.4,7.36,1.54
rr28,BCH+TON+VET,0.45,2,77.1,5.87,1.83,4.11,341,51.8,5.14,1.70
perpair,1000PEPE+ADA+BCH,0.45,2,77.1,7.43,1.79,3.79,342,67.2,7.48,1.68
rr40_sb20,APT+BCH+VET,0.45,3,77.0,6.44,1.71,3.28,354,74.2,7.83,1.73
rr40_sb20,BCH+ETH+HBAR,0.45,2,77.0,7.49,1.77,3.42,303,65.4,7.18,1.71
default,APT+BNB+ETH,0.45,2,77.0,5.87,1.81,3.63,319,47.3,7.94,1.60
default,BCH+DOGE+XRP,0.45,2,76.8,6.97,1.79,3.73,320,40.1,7.05,1.57
default,APT+BCH+XRP,0.45,2,76.8,6.05,1.83,3.9,317,61.7,7.28,1.83
default,ADA+APT+TON,0.45,2,76.8,5.58,1.80,3.79,327,71.6,7.85,1.78
rr28,APT+DOGE+HBAR,0.45,2,76.7,7.1,1.78,4.0,327,57.3,5.17,1.63
perpair,BNB+LTC+TON,0.45,2,76.7,5.69,1.86,3.79,294,36.1,7.86,1.50
rr28,DOGE+ETH+HBAR,0.5,2,76.6,5.97,1.74,3.78,313,45.1,6.4,1.50
rr28,ADA+ETH+VET,0.45,3,76.6,6.25,1.77,3.63,358,48.3,7.63,1.56
rr28,BCH+ETH+VET,0.45,2,76.6,4.76,1.87,4.22,331,48.5,5.87,1.67
perpair,ETH+HBAR+LTC,0.45,3,76.6,6.34,1.76,3.73,321,52.4,5.61,1.54
rr28,APT+BCH+BTC,0.5,2,76.6,7.56,1.73,3.79,307,55.1,7.55,1.64
perpair,ADA+LTC+TON,0.45,3,76.5,5.89,1.81,3.99,323,49.8,7.81,1.56
rr28,ETH+VET+XRP,0.45,2,76.5,5.5,1.81,3.77,338,34.4,7.6,1.50
default,BCH+DOGE+HBAR,0.55,3,76.4,7.26,1.61,3.29,322,64.2,6.66,1.58
default,APT+LTC+VET,0.45,2,76.4,6.57,1.74,3.51,357,53.4,7.48,1.58
rr28,ADA+ETH+WLD,0.45,2,76.3,7.12,1.85,4.06,326,37.0,7.83,1.48
perpair,APT+DOGE+HBAR,0.45,3,76.3,6.39,1.68,3.6,366,57.0,7.98,1.54
rr28,ADA+BCH+DOGE,0.45,2,76.3,6.91,1.84,4.02,324,58.2,6.6,1.74
perpair,ETH+LTC+VET,0.45,2,76.3,6.73,1.80,3.59,332,48.5,5.82,1.58
perpair,APT+DOGE+HBAR,0.45,2,76.3,6.02,1.72,3.77,344,58.8,5.99,1.59
rr28,BNB+DOGE+SNX,0.45,2,76.3,7.31,1.75,3.67,343,49.9,7.71,1.56
default,1000PEPE+BCH+ETH,0.45,3,76.2,6.81,1.86,3.65,310,53.6,7.74,1.72
rr28,BCH+DOGE+WLD,0.45,2,76.2,7.54,1.83,4.25,331,42.3,6.98,1.57
perpair,BCH+LTC+WLD,0.45,2,76.2,7.05,1.78,3.79,341,52.3,7.46,1.58
default,1000PEPE+BCH+TON,0.45,3,76.0,6.59,1.81,3.74,324,56.3,6.95,1.74
default,ADA+APT+ETH,0.45,2,76.0,5.94,1.86,3.6,309,65.5,6.81,1.75
rr28,BCH+VET+WLD,0.45,3,76.0,5.44,1.77,3.93,361,45.0,7.19,1.55
rr28,BNB+ETH+XRP,0.45,3,76.0,7.89,1.75,3.47,336,29.2,7.62,1.43
perpair,BCH+DOGE+HBAR,0.45,2,76.0,6.57,1.73,3.66,348,58.4,5.59,1.58
perpair,BCH+DOGE+HBAR,0.45,3,75.8,7.03,1.70,3.51,362,57.6,6.78,1.55
rr28,BNB+DOGE+VET,0.45,2,75.8,7.65,1.75,3.61,362,37.2,7.32,1.48
rr28,BNB+DOGE+XRP,0.45,3,75.8,6.23,1.69,3.4,355,32.4,7.59,1.45
rr28,SNX+TON+VET,0.45,2,75.8,5.94,1.79,3.95,348,55.8,7.14,1.61
perpair,ADA+LTC+WLD,0.5,2,75.8,7.52,1.69,3.58,332,57.7,7.93,1.53
perpair,SNX+TON+VET,0.45,2,75.8,6.56,1.74,3.73,354,55.0,7.87,1.54
default,ADA+DOGE+ETH,0.45,2,75.8,6.3,1.81,3.54,308,45.2,6.53,1.56
thr06,ADA+APT+BCH,0.45,2,75.8,7.19,1.71,3.57,359,81.8,6.98,1.75
rr28,APT+ETH+HBAR,0.45,3,75.8,6.21,1.81,3.98,328,52.8,6.47,1.59
rr28,1000PEPE+ETH+TON,0.45,3,75.7,5.12,1.82,3.85,331,44.8,6.37,1.63
